image-uri,image-id,product-set-id,product-id,product-category,product-display-name,labels,bounding-poly
gs://kolban-fashion-products/images/15970.jpg,,my_product_set,15970,apparel-v2,Turtle Check Men Navy Blue Shirt,,
gs://kolban-fashion-products/images/39386.jpg,,my_product_set,39386,apparel-v2,Peter England Men Party Blue Jeans,,
gs://kolban-fashion-products/images/59263.jpg,,my_product_set,59263,apparel-v2,Titan Women Silver Watch,,
gs://kolban-fashion-products/images/21379.jpg,,my_product_set,21379,apparel-v2,Manchester United Men Solid Black Track Pants,,
gs://kolban-fashion-products/images/53759.jpg,,my_product_set,53759,apparel-v2,Puma Men Grey T-shirt,,
gs://kolban-fashion-products/images/1855.jpg,,my_product_set,1855,apparel-v2,Inkfruit Mens Chain Reaction T-shirt,,
gs://kolban-fashion-products/images/30805.jpg,,my_product_set,30805,apparel-v2,Fabindia Men Striped Green Shirt,,
gs://kolban-fashion-products/images/26960.jpg,,my_product_set,26960,apparel-v2,Jealous 21 Women Purple Shirt,,
gs://kolban-fashion-products/images/29114.jpg,,my_product_set,29114,apparel-v2,Puma Men Pack of 3 Socks,,
gs://kolban-fashion-products/images/30039.jpg,,my_product_set,30039,apparel-v2,Skagen Men Black Watch,,
gs://kolban-fashion-products/images/9204.jpg,,my_product_set,9204,apparel-v2,Puma Men Future Cat Remix SF Black Casual Shoes,,
gs://kolban-fashion-products/images/48123.jpg,,my_product_set,48123,apparel-v2,Fossil Women Black Huarache Weave Belt,,
gs://kolban-fashion-products/images/18653.jpg,,my_product_set,18653,apparel-v2,Fila Men Cush Flex Black Slippers,,
gs://kolban-fashion-products/images/47957.jpg,,my_product_set,47957,apparel-v2,Murcia Women Blue Handbag,,
gs://kolban-fashion-products/images/46885.jpg,,my_product_set,46885,apparel-v2,Ben 10 Boys Navy Blue Slippers,,
gs://kolban-fashion-products/images/12369.jpg,,my_product_set,12369,apparel-v2,Reid & Taylor Men Check Purple Shirts,,
gs://kolban-fashion-products/images/29928.jpg,,my_product_set,29928,apparel-v2,Police Men Black Dial Watch PL12889JVSB,,
gs://kolban-fashion-products/images/42419.jpg,,my_product_set,42419,apparel-v2,Gini and Jony Girls Knit White Top,,
gs://kolban-fashion-products/images/51832.jpg,,my_product_set,51832,apparel-v2,Bwitch Beige Full-Coverage Bra BW335,,
gs://kolban-fashion-products/images/47359.jpg,,my_product_set,47359,apparel-v2,Baggit Women Brown Handbag,,
gs://kolban-fashion-products/images/17429.jpg,,my_product_set,17429,apparel-v2,CASIO G-Shock Men Black Digital Watch G-7710-1DR G223,,
gs://kolban-fashion-products/images/12967.jpg,,my_product_set,12967,apparel-v2,ADIDAS Men Spry M Black Sandals,,
gs://kolban-fashion-products/images/6842.jpg,,my_product_set,6842,apparel-v2,Timberland Unisex Rubber Sole Brush Shoe Accessories,,
