image-uri,image-id,product-set-id,product-id,product-category,product-display-name,labels,bounding-poly
gs://kolban-fashion-products/fashion-dataset/images/21833.jpg,,my_product_set,21833,apparel-v2,Chhota Bheem Kids Boys Lets Rock Grey T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/36884.jpg,,my_product_set,36884,apparel-v2,Fossil Men Black Clarkson Belt,,
gs://kolban-fashion-products/fashion-dataset/images/3448.jpg,,my_product_set,3448,apparel-v2,ADIDAS Men's Pune Warriors Graphic Black T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/18525.jpg,,my_product_set,18525,apparel-v2,Chhota Bheem Digital Pop kids-Boys Blue Watch,,
gs://kolban-fashion-products/fashion-dataset/images/6906.jpg,,my_product_set,6906,apparel-v2,Tantra Women's Cool Red T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/12823.jpg,,my_product_set,12823,apparel-v2,Lotto Men Dynamo Yellow Casual Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/29262.jpg,,my_product_set,29262,apparel-v2,ADIDAS Men Ambition VII Logo White Sports Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/51378.jpg,,my_product_set,51378,apparel-v2,Myntra Men Brown Shorts,,
gs://kolban-fashion-products/fashion-dataset/images/23758.jpg,,my_product_set,23758,apparel-v2,Oakley Men White Fast Jacket Sunglasses,,
gs://kolban-fashion-products/fashion-dataset/images/59571.jpg,,my_product_set,59571,apparel-v2,Revv Men Purple Cufflinks,,
gs://kolban-fashion-products/fashion-dataset/images/32840.jpg,,my_product_set,32840,apparel-v2,Grendha Women Jola Cigana Blue Flats,,
gs://kolban-fashion-products/fashion-dataset/images/4209.jpg,,my_product_set,4209,apparel-v2,Disney Kids Boy's Green Mickey On Skates Kidswear,,
gs://kolban-fashion-products/fashion-dataset/images/24925.jpg,,my_product_set,24925,apparel-v2,United Colors of Benetton Women Navy Blue Top,,
gs://kolban-fashion-products/fashion-dataset/images/33992.jpg,,my_product_set,33992,apparel-v2,Femella Women Printed Off White Scarf,,
gs://kolban-fashion-products/fashion-dataset/images/56539.jpg,,my_product_set,56539,apparel-v2,Streetwear Satin Smooth Cherry Crush Lipstick 09,,
gs://kolban-fashion-products/fashion-dataset/images/45912.jpg,,my_product_set,45912,apparel-v2,Maxima Women Silver Dial Watch,,
gs://kolban-fashion-products/fashion-dataset/images/24119.jpg,,my_product_set,24119,apparel-v2,Playboy Men Green Casual Flip Flops,,
gs://kolban-fashion-products/fashion-dataset/images/38546.jpg,,my_product_set,38546,apparel-v2,Puma Men Navy Blue Madison Classic Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/53877.jpg,,my_product_set,53877,apparel-v2,U.S. Polo Assn. Men Red Flip Flops,,
gs://kolban-fashion-products/fashion-dataset/images/17935.jpg,,my_product_set,17935,apparel-v2,Puma Men Training Tee Black Tshirt,,
gs://kolban-fashion-products/fashion-dataset/images/19093.jpg,,my_product_set,19093,apparel-v2,W Women Solid Sea Green Kurti,,
gs://kolban-fashion-products/fashion-dataset/images/17109.jpg,,my_product_set,17109,apparel-v2,Lino Perros Women Small Purse Pink Wallet,,
gs://kolban-fashion-products/fashion-dataset/images/47679.jpg,,my_product_set,47679,apparel-v2,Probase Blue Printed Boxers,,
gs://kolban-fashion-products/fashion-dataset/images/35259.jpg,,my_product_set,35259,apparel-v2,Lee Women Jane Blue Striped Shirt,,
gs://kolban-fashion-products/fashion-dataset/images/29606.jpg,,my_product_set,29606,apparel-v2,Indigo Nation Men Red Printed T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/3810.jpg,,my_product_set,3810,apparel-v2,Disney Kids Boy's Pooh And Tiger Blue Kidswear,,
gs://kolban-fashion-products/fashion-dataset/images/34985.jpg,,my_product_set,34985,apparel-v2,Fabindia Women H& Printed Black Sari,,
gs://kolban-fashion-products/fashion-dataset/images/48403.jpg,,my_product_set,48403,apparel-v2,French Connection Men Grey T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/23932.jpg,,my_product_set,23932,apparel-v2,Lotto Men White Advantage  Sports Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/42139.jpg,,my_product_set,42139,apparel-v2,Nike Men Wine Air Force Casual Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/12649.jpg,,my_product_set,12649,apparel-v2,Probase Men Printed White Tshirts,,
gs://kolban-fashion-products/fashion-dataset/images/54860.jpg,,my_product_set,54860,apparel-v2,Ivory Tag Women Radical Being Multicolour Necklace,,
gs://kolban-fashion-products/fashion-dataset/images/29434.jpg,,my_product_set,29434,apparel-v2,Giordano Men White Dial Watch,,
gs://kolban-fashion-products/fashion-dataset/images/42905.jpg,,my_product_set,42905,apparel-v2,French Connection Women Red Sweetie Skinny Belt,,
gs://kolban-fashion-products/fashion-dataset/images/46599.jpg,,my_product_set,46599,apparel-v2,Catwalk Women Tan Heels,,
gs://kolban-fashion-products/fashion-dataset/images/59743.jpg,,my_product_set,59743,apparel-v2,Avirate Pink Brief,,
gs://kolban-fashion-products/fashion-dataset/images/21659.jpg,,my_product_set,21659,apparel-v2,Enamor Women Smooth Black Bra,,
gs://kolban-fashion-products/fashion-dataset/images/58691.jpg,,my_product_set,58691,apparel-v2,ALayna Women Green Kurta,,
gs://kolban-fashion-products/fashion-dataset/images/4807.jpg,,my_product_set,4807,apparel-v2,ADIDAS Men's Feerless Blue T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/1549.jpg,,my_product_set,1549,apparel-v2,Puma Men's Jiyu Slip On Sneaker,,
gs://kolban-fashion-products/fashion-dataset/images/38774.jpg,,my_product_set,38774,apparel-v2,Woodland Men Brown Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/44692.jpg,,my_product_set,44692,apparel-v2,Wills Lifestyle Women White Tunic,,
gs://kolban-fashion-products/fashion-dataset/images/1929.jpg,,my_product_set,1929,apparel-v2,Quechua Men's Lighweight Black Shoe,,
gs://kolban-fashion-products/fashion-dataset/images/53625.jpg,,my_product_set,53625,apparel-v2,Q&Q Men Black Watch,,
gs://kolban-fashion-products/fashion-dataset/images/15030.jpg,,my_product_set,15030,apparel-v2,ADIDAS Women Stripes Pink Sweaters,,
gs://kolban-fashion-products/fashion-dataset/images/4467.jpg,,my_product_set,4467,apparel-v2,Puma Men's Jago White Black Silver Shoe,,
gs://kolban-fashion-products/fashion-dataset/images/24777.jpg,,my_product_set,24777,apparel-v2,Lino Perros Women Purple Belt,,
gs://kolban-fashion-products/fashion-dataset/images/57285.jpg,,my_product_set,57285,apparel-v2,French Connection Men Blue Shirt,,
gs://kolban-fashion-products/fashion-dataset/images/40232.jpg,,my_product_set,40232,apparel-v2,Provogue Men Black Leather Belt,,
gs://kolban-fashion-products/fashion-dataset/images/38328.jpg,,my_product_set,38328,apparel-v2,Hannah Montana Girls Pink Top,,
gs://kolban-fashion-products/fashion-dataset/images/32612.jpg,,my_product_set,32612,apparel-v2,Levitate Men Brown Leather Belt,,
gs://kolban-fashion-products/fashion-dataset/images/11490.jpg,,my_product_set,11490,apparel-v2,Puma Women Flux-M Black Watch,,
gs://kolban-fashion-products/fashion-dataset/images/12215.jpg,,my_product_set,12215,apparel-v2,Basics Men Navy Trousers,,
gs://kolban-fashion-products/fashion-dataset/images/42565.jpg,,my_product_set,42565,apparel-v2,Mother Earth Women Green Top,,
gs://kolban-fashion-products/fashion-dataset/images/3642.jpg,,my_product_set,3642,apparel-v2,Fila Men's Maverick Low Black Red Canvas Shoe,,
gs://kolban-fashion-products/fashion-dataset/images/31097.jpg,,my_product_set,31097,apparel-v2,Gini and Jony Boys Check Blue Shirt,,
gs://kolban-fashion-products/fashion-dataset/images/9378.jpg,,my_product_set,9378,apparel-v2,Nike Unisex Cbf Core Black Caps,,
gs://kolban-fashion-products/fashion-dataset/images/30145.jpg,,my_product_set,30145,apparel-v2,Flying Machine Women Printed White T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/28986.jpg,,my_product_set,28986,apparel-v2,Biba Outlet Women Orange & White Printed Churidar Kurta with Dupatta,,
gs://kolban-fashion-products/fashion-dataset/images/54400.jpg,,my_product_set,54400,apparel-v2,Baggit Women Teal Wallet,,
gs://kolban-fashion-products/fashion-dataset/images/35437.jpg,,my_product_set,35437,apparel-v2,Doodle Girls Washed Black Shorts,,
gs://kolban-fashion-products/fashion-dataset/images/22480.jpg,,my_product_set,22480,apparel-v2,Timberland Men Printed Black T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/29068.jpg,,my_product_set,29068,apparel-v2,Fastrack Women Black Handbag,,
gs://kolban-fashion-products/fashion-dataset/images/51172.jpg,,my_product_set,51172,apparel-v2,Raymond Men Beige Socks,,
gs://kolban-fashion-products/fashion-dataset/images/17767.jpg,,my_product_set,17767,apparel-v2,Buckaroo Men Nuevo Black Casual Shoe,,
gs://kolban-fashion-products/fashion-dataset/images/23552.jpg,,my_product_set,23552,apparel-v2,Police Wings Women Perfume,,
gs://kolban-fashion-products/fashion-dataset/images/47017.jpg,,my_product_set,47017,apparel-v2,Shree Women Red Chevron Stripe Kurta,,
gs://kolban-fashion-products/fashion-dataset/images/8098.jpg,,my_product_set,8098,apparel-v2,Fastrack Men Hip Hop Analog Black Watch,,
gs://kolban-fashion-products/fashion-dataset/images/3470.jpg,,my_product_set,3470,apparel-v2,ADIDAS Unisex Dark Navy Gym Backpack,,
gs://kolban-fashion-products/fashion-dataset/images/26212.jpg,,my_product_set,26212,apparel-v2,Perry Ellis Men Perfume,,
gs://kolban-fashion-products/fashion-dataset/images/54632.jpg,,my_product_set,54632,apparel-v2,Fastrack Men Black Dial Watch,,
gs://kolban-fashion-products/fashion-dataset/images/43685.jpg,,my_product_set,43685,apparel-v2,Doodle Boys Printed White T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/16487.jpg,,my_product_set,16487,apparel-v2,Locomotive Men Solid Blue TShirt,,
gs://kolban-fashion-products/fashion-dataset/images/51340.jpg,,my_product_set,51340,apparel-v2,Raymond Men Beige Socks,,
gs://kolban-fashion-products/fashion-dataset/images/6102.jpg,,my_product_set,6102,apparel-v2,UCB Men's Benetton Details Black T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/47225.jpg,,my_product_set,47225,apparel-v2,Franco Leone Men Black Formal Shoes,,
