image-uri,image-id,product-set-id,product-id,product-category,product-display-name,labels,bounding-poly
gs://kolban-fashion-products/fashion-dataset/images/19951.jpg,,my_product_set,19951,apparel-v2,Puma Unisex Cat Logo Navy Blue Cap,,
gs://kolban-fashion-products/fashion-dataset/images/46655.jpg,,my_product_set,46655,apparel-v2,Rasasi Women Instincts Deo,,
gs://kolban-fashion-products/fashion-dataset/images/16125.jpg,,my_product_set,16125,apparel-v2,ADIDAS Women Blue Polo TShirt,,
gs://kolban-fashion-products/fashion-dataset/images/22310.jpg,,my_product_set,22310,apparel-v2,Inc. 5 Women Casual Golden Flats,,
gs://kolban-fashion-products/fashion-dataset/images/52067.jpg,,my_product_set,52067,apparel-v2,Myntra Men Grey Printed T-shirt,,
gs://kolban-fashion-products/fashion-dataset/images/25909.jpg,,my_product_set,25909,apparel-v2,Femella Women Pink Leggings,,
gs://kolban-fashion-products/fashion-dataset/images/36522.jpg,,my_product_set,36522,apparel-v2,United Colors of Benetton Women Black Bag,,
gs://kolban-fashion-products/fashion-dataset/images/5225.jpg,,my_product_set,5225,apparel-v2,Wildcraft Unisex Travel Black Waist Pouch,,
gs://kolban-fashion-products/fashion-dataset/images/44102.jpg,,my_product_set,44102,apparel-v2,Dunhill Men Custom Perfume,,
gs://kolban-fashion-products/fashion-dataset/images/14672.jpg,,my_product_set,14672,apparel-v2,Basics Men Navy Slim Fit Checked Shirt,,
gs://kolban-fashion-products/fashion-dataset/images/20447.jpg,,my_product_set,20447,apparel-v2,United Colors of Benetton Men Casual Grey Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/41470.jpg,,my_product_set,41470,apparel-v2,Carlton London Women Black Heels,,
gs://kolban-fashion-products/fashion-dataset/images/32182.jpg,,my_product_set,32182,apparel-v2,ADIDAS Men Agora Brown Sport Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/25135.jpg,,my_product_set,25135,apparel-v2,Lino Perros Women Grey Clutch,,
gs://kolban-fashion-products/fashion-dataset/images/57515.jpg,,my_product_set,57515,apparel-v2,Provogue Men Black Shoes,,
gs://kolban-fashion-products/fashion-dataset/images/33050.jpg,,my_product_set,33050,apparel-v2,Mother Earth Women Printed Olive Kurta,,
gs://kolban-fashion-products/fashion-dataset/images/36710.jpg,,my_product_set,36710,apparel-v2,Ferrari Men Perfume,,
gs://kolban-fashion-products/fashion-dataset/images/52255.jpg,,my_product_set,52255,apparel-v2,Crusoe Men Blue Boxer Briefs,,
gs://kolban-fashion-products/fashion-dataset/images/14440.jpg,,my_product_set,14440,apparel-v2,Enroute Women Casual White Flats,,
